sample_id,path,filename,split,crack_count,class_id,cluster_center_x,cluster_center_y,cluster_half_size_x,cluster_half_size_y,mean_length,length_spread,mean_angle_deg,angle_spread_deg,shape,dtype
000026,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_2.0_8.0_8.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_2.0_8.0_8.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,2.0,8.0,8.0,2x1723x501,float32
000027,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_2.0_0.0_0.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_2.0_0.0_0.0.npy,train,3,0,0.0,-150.0,250.0,150.0,30.0,2.0,0.0,0.0,2x1723x501,float32
000028,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_2.0_-8.0_-8.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_2.0_-8.0_-8.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,2.0,-8.0,-8.0,2x1723x501,float32
000029,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_2.0_-14.0_-14.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_2.0_-14.0_-14.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,2.0,-14.0,-14.0,2x1723x501,float32
000030,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_8.0_8.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_8.0_8.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,4.0,8.0,8.0,2x1723x501,float32
000031,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_6.0_-12.0_-12.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_6.0_-12.0_-12.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,6.0,-12.0,-12.0,2x1723x501,float32
000032,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_6.0_-2.0_-2.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_6.0_-2.0_-2.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,6.0,-2.0,-2.0,2x1723x501,float32
000033,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_6.0_-14.0_-14.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_6.0_-14.0_-14.0.npy,train,3,0,0.0,-150.0,250.0,150.0,30.0,6.0,-14.0,-14.0,2x1723x501,float32
000034,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_4.0_-14.0_-14.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_4.0_-14.0_-14.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,4.0,-14.0,-14.0,2x1723x501,float32
000035,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_2.0_10.0_10.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_2.0_10.0_10.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,2.0,10.0,10.0,2x1723x501,float32
000036,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_2.0_2.0_2.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_2.0_2.0_2.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,2.0,2.0,2.0,2x1723x501,float32
000037,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_2.0_14.0_14.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_2.0_14.0_14.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,2.0,14.0,14.0,2x1723x501,float32
000038,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_2.0_4.0_4.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_2.0_4.0_4.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,2.0,4.0,4.0,2x1723x501,float32
000039,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_6.0_10.0_10.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_6.0_10.0_10.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,6.0,10.0,10.0,2x1723x501,float32
000040,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_6.0_6.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_6.0_6.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,4.0,6.0,6.0,2x1723x501,float32
000041,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_2.0_2.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_2.0_2.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,4.0,2.0,2.0,2x1723x501,float32
000042,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_6.0_2.0_2.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_6.0_2.0_2.0.npy,train,4,1,0.0,-150.0,250.0,150.0,35.0,6.0,2.0,2.0,2x1723x501,float32
000043,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_12.0_12.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_4.0_12.0_12.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,4.0,12.0,12.0,2x1723x501,float32
000044,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_4.0_0.0_0.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_4.0_0.0_0.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,4.0,0.0,0.0,2x1723x501,float32
000045,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_2.0_4.0_4.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_2.0_4.0_4.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,2.0,4.0,4.0,2x1723x501,float32
000046,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_6.0_16.0_16.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_6.0_16.0_16.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,6.0,16.0,16.0,2x1723x501,float32
000047,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_2.0_-12.0_-12.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_2.0_-12.0_-12.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,2.0,-12.0,-12.0,2x1723x501,float32
000048,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_6.0_-16.0_-16.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_6.0_-16.0_-16.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,6.0,-16.0,-16.0,2x1723x501,float32
000049,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_6.0_-2.0_-2.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_6.0_-2.0_-2.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,6.0,-2.0,-2.0,2x1723x501,float32
000050,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_6.0_14.0_14.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_6.0_14.0_14.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,6.0,14.0,14.0,2x1723x501,float32
000051,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_4.0_6.0_6.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_4.0_6.0_6.0.npy,train,4,1,0.0,-150.0,250.0,150.0,35.0,4.0,6.0,6.0,2x1723x501,float32
000052,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_6.0_12.0_12.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_6.0_12.0_12.0.npy,train,4,1,0.0,-150.0,250.0,150.0,35.0,6.0,12.0,12.0,2x1723x501,float32
000053,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_6.0_-12.0_-12.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_6.0_-12.0_-12.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,6.0,-12.0,-12.0,2x1723x501,float32
000054,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_4.0_-18.0_-18.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_4.0_-18.0_-18.0.npy,train,5,2,0.0,-150.0,250.0,150.0,40.0,4.0,-18.0,-18.0,2x1723x501,float32
000055,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_12.0_12.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_12.0_12.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,2.0,12.0,12.0,2x1723x501,float32
000056,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_4.0_8.0_8.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_4.0_8.0_8.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,4.0,8.0,8.0,2x1723x501,float32
000057,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_4.0_-4.0_-4.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_4.0_-4.0_-4.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,4.0,-4.0,-4.0,2x1723x501,float32
000058,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_6.0_-18.0_-18.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_6.0_-18.0_-18.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,6.0,-18.0,-18.0,2x1723x501,float32
000059,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_4.0_-16.0_-16.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_4.0_-16.0_-16.0.npy,train,4,1,0.0,-150.0,250.0,150.0,25.0,4.0,-16.0,-16.0,2x1723x501,float32
000060,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_6.0_-6.0_-6.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_6.0_-6.0_-6.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,6.0,-6.0,-6.0,2x1723x501,float32
000061,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_6.0_-8.0_-8.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_6.0_-8.0_-8.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,6.0,-8.0,-8.0,2x1723x501,float32
000062,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_4.0_-8.0_-8.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_4.0_-8.0_-8.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,4.0,-8.0,-8.0,2x1723x501,float32
000063,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_-14.0_-14.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_-14.0_-14.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,2.0,-14.0,-14.0,2x1723x501,float32
000064,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_4.0_-10.0_-10.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_4.0_-10.0_-10.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,4.0,-10.0,-10.0,2x1723x501,float32
000065,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_6.0_12.0_12.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_30.0_6.0_12.0_12.0.npy,train,3,0,0.0,-150.0,250.0,150.0,30.0,6.0,12.0,12.0,2x1723x501,float32
000066,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_4.0_-18.0_-18.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_4.0_-18.0_-18.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,4.0,-18.0,-18.0,2x1723x501,float32
000067,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_2.0_-16.0_-16.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_2.0_-16.0_-16.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,2.0,-16.0,-16.0,2x1723x501,float32
000068,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_2.0_-18.0_-18.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_2.0_-18.0_-18.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,2.0,-18.0,-18.0,2x1723x501,float32
000069,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_-10.0_-10.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_25.0_2.0_-10.0_-10.0.npy,train,3,0,0.0,-150.0,250.0,150.0,25.0,2.0,-10.0,-10.0,2x1723x501,float32
000070,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_14.0_14.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_4.0_14.0_14.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,4.0,14.0,14.0,2x1723x501,float32
000071,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_2.0_-12.0_-12.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_25.0_2.0_-12.0_-12.0.npy,train,5,2,0.0,-150.0,250.0,150.0,25.0,2.0,-12.0,-12.0,2x1723x501,float32
000072,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_6.0_-16.0_-16.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_6.0_-16.0_-16.0.npy,train,4,1,0.0,-150.0,250.0,150.0,35.0,6.0,-16.0,-16.0,2x1723x501,float32
000073,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_6.0_0.0_0.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_40.0_6.0_0.0_0.0.npy,train,3,0,0.0,-150.0,250.0,150.0,40.0,6.0,0.0,0.0,2x1723x501,float32
000074,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_4.0_14.0_14.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_4.0_14.0_14.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,4.0,14.0,14.0,2x1723x501,float32
000075,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_2.0_-6.0_-6.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_40.0_2.0_-6.0_-6.0.npy,train,4,1,0.0,-150.0,250.0,150.0,40.0,2.0,-6.0,-6.0,2x1723x501,float32
000076,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_2.0_-8.0_-8.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_2.0_-8.0_-8.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,2.0,-8.0,-8.0,2x1723x501,float32
000077,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_2.0_-16.0_-16.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_40.0_2.0_-16.0_-16.0.npy,train,5,2,0.0,-150.0,250.0,150.0,40.0,2.0,-16.0,-16.0,2x1723x501,float32
000078,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_2.0_8.0_8.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_35.0_2.0_8.0_8.0.npy,train,4,1,0.0,-150.0,250.0,150.0,35.0,2.0,8.0,8.0,2x1723x501,float32
000079,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_4.0_-8.0_-8.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_4.0_-8.0_-8.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,4.0,-8.0,-8.0,2x1723x501,float32
000080,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_4.0_-18.0_-18.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_4.0_-18.0_-18.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,4.0,-18.0,-18.0,2x1723x501,float32
000081,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_2.0_12.0_12.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_2.0_12.0_12.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,2.0,12.0,12.0,2x1723x501,float32
000082,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_6.0_14.0_14.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_25.0_6.0_14.0_14.0.npy,train,4,1,0.0,-150.0,250.0,150.0,25.0,6.0,14.0,14.0,2x1723x501,float32
000083,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_6.0_8.0_8.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_30.0_6.0_8.0_8.0.npy,train,5,2,0.0,-150.0,250.0,150.0,30.0,6.0,8.0,8.0,2x1723x501,float32
000084,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_2.0_6.0_6.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_2.0_6.0_6.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,2.0,6.0,6.0,2x1723x501,float32
000085,2nd_selection/receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_2.0_-4.0_-4.0.npy,receivers_fractures_5_0.0_-150.0_250.0_150.0_35.0_2.0_-4.0_-4.0.npy,train,5,2,0.0,-150.0,250.0,150.0,35.0,2.0,-4.0,-4.0,2x1723x501,float32
000086,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_4.0_-4.0_-4.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_4.0_-4.0_-4.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,4.0,-4.0,-4.0,2x1723x501,float32
000087,2nd_selection/receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_2.0_16.0_16.0.npy,receivers_fractures_3_0.0_-150.0_250.0_150.0_35.0_2.0_16.0_16.0.npy,train,3,0,0.0,-150.0,250.0,150.0,35.0,2.0,16.0,16.0,2x1723x501,float32
000088,2nd_selection/receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_4.0_-6.0_-6.0.npy,receivers_fractures_4_0.0_-150.0_250.0_150.0_30.0_4.0_-6.0_-6.0.npy,train,4,1,0.0,-150.0,250.0,150.0,30.0,4.0,-6.0,-6.0,2x1723x501,float32
